EBITDAMargin,accumulatedOtherComprehensiveIncome,accumulatedRetainedEarningsDeficit,assetTurnover,assets,assetsAverage,assetsCurrent,assetsNonCurrent,averageEquity,bookValuePerShare,calendarDate,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,consolidatedIncome,costOfRevenue,currentLiabilities,currentRatio,dateKey,debt,debtCurrent,debtNonCurrent,debtToEquityRatio,debtUSD,deferredRevenue,deposits,depreciationAmortizationAndAccretion,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningBeforeInterestTaxesUSD,earningsBeforeInterestTaxesDepreciationAmortization,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerBasicShareUSD,earningsPerDilutedShare,effectOfExchangeRateChangesOnCash,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,foreignCurrencyUSDExchangeRate,freeCashFlow,freeCashFlowPerShare,goodwillAndIntangibleAssets,grossMargin,grossProfit,incomeTaxExpense,interestExpense,inventory,investedCapital,investedCapitalAverage,investments,investmentsCurrent,investmentsNonCurrent,issuanceDebtSecurities,issuanceEquityShares,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowFromOperations,netCashFlowInvestmentAcquisitionsDisposals,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netIncomeToNonControllingInterests,netLossIncomeFromDiscontinuedOperations,operatingExpenses,operatingIncome,paymentDividendsOtherCashDistributions,payoutRatio,period,preferredDividendsIncomeStatementImpact,priceEarnings,priceSales,priceToBookValue,priceToEarningsRatio,priceToSalesRatio,profitMargin,propertyPlantEquipmentNet,reportPeriod,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,revenues,revenuesUSD,salesPerShare,sellingGeneralAndAdministrativeExpense,shareBasedCompensation,shareFactor,sharePriceAdjustedClose,shareholdersEquity,shareholdersEquityUSD,shares,tangibleAssetValue,tangibleAssetsBookValuePerShare,taxAssets,taxLiabilities,ticker,totalLiabilities,tradeAndNonTradePayables,tradeAndNonTradeReceivables,updated,weightedAverageShares,weightedAverageSharesDiluted,workingCapital
0.354,3383000000.0,19731000000.0,,174848000000.0,,116362000000.0,58486000000.0,,11.167,2014-12-31,-1490000000.0,90249000000.0,90249000000.0,5863000000.0,10136000000.0,47415000000.0,2.454,2015-01-26,28308000000.0,10048000000.0,18260000000.0,0.903,28308000000.0,21243000000.0,0.0,1521000000.0,0.024,0.31,7850000000.0,7850000000.0,9371000000.0,9371000000.0,7850000000.0,0.71,0.71,0.71,-34000000.0,323718948880.0,12.0,9.743,1,2850000000.0,0.346,29154000000.0,0.617,16334000000.0,1987000000.0,0.0,2053000000.0,36338000000.0,,12665000000.0,0.0,12665000000.0,4798000000.0,-2024000000.0,35554000000.0,385659948880.0,124000000.0,-2794000000.0,534000000.0,-4716000000.0,4340000000.0,-670000000.0,5863000000.0,5863000000.0,5863000000.0,0.0,0.0,8558000000.0,7776000000.0,-2547000000.0,0.437,Q,0.0,18.653,4.127,4.197,18.804,4.139,0.221,13607000000.0,2014-12-31,2903000000.0,,,,,26470000000.0,26470000000.0,3.217,5412000000.0,611000000.0,1.0,47.01,91879000000.0,91879000000.0,8203785341.0,145694000000.0,17.707,1701000000.0,3531000000.0,MSFT,82969000000.0,7362000000.0,16186000000.0,2020-01-29,8228000000.0,8297000000.0,68947000000.0
0.316,3757000000.0,18051000000.0,,169656000000.0,,112439000000.0,57217000000.0,,10.931,2014-09-30,-1282000000.0,89193000000.0,89193000000.0,4540000000.0,8273000000.0,44694000000.0,2.516,2014-10-23,23720000000.0,5248000000.0,18472000000.0,0.882,23720000000.0,22538000000.0,0.0,1428000000.0,0.025,0.28,5896000000.0,5896000000.0,7324000000.0,7324000000.0,5896000000.0,0.55,0.55,0.54,-6000000.0,305620234272.0,11.0,9.263,1,7072000000.0,0.857,26774000000.0,0.643,14928000000.0,1356000000.0,0.0,3141000000.0,32715000000.0,,13943000000.0,0.0,13943000000.0,1499000000.0,-2672000000.0,34792000000.0,371093234272.0,-2367000000.0,-141000000.0,-2978000000.0,-7737000000.0,8354000000.0,-5947000000.0,4540000000.0,4540000000.0,4540000000.0,0.0,0.0,9084000000.0,5844000000.0,-2307000000.0,0.509,Q,0.0,17.365,4.055,4.115,17.45,4.058,0.196,13229000000.0,2014-09-30,3065000000.0,,,,,23201000000.0,23201000000.0,2.813,4879000000.0,144000000.0,1.0,45.02,90170000000.0,90170000000.0,8242852827.0,142882000000.0,17.321,1784000000.0,3617000000.0,MSFT,79486000000.0,6960000000.0,12887000000.0,2020-01-29,8249000000.0,8351000000.0,67745000000.0
0.356,3708000000.0,17710000000.0,,172384000000.0,,114246000000.0,58138000000.0,,10.89,2014-06-30,-1330000000.0,85709000000.0,85709000000.0,4612000000.0,7595000000.0,45625000000.0,2.504,2014-07-31,22645000000.0,2000000000.0,20645000000.0,0.92,22645000000.0,25158000000.0,0.0,1742000000.0,0.025,0.28,6577000000.0,6577000000.0,8319000000.0,8319000000.0,6577000000.0,0.56,0.56,0.55,-198000000.0,292567873733.0,11.0,8.857,1,8184000000.0,0.993,27108000000.0,0.675,15787000000.0,1965000000.0,0.0,2660000000.0,36587000000.0,,14597000000.0,0.0,14597000000.0,0.0,-1024000000.0,36975000000.0,355631873733.0,-2903000000.0,-5626000000.0,-3309000000.0,-8910000000.0,9514000000.0,-1718000000.0,4612000000.0,4612000000.0,4612000000.0,0.0,0.0,9305000000.0,6482000000.0,-2309000000.0,0.5,Q,0.0,16.111,4.096,3.961,16.226,4.125,0.197,13011000000.0,2014-06-30,3123000000.0,,,,,23382000000.0,23382000000.0,2.836,6055000000.0,594000000.0,1.0,43.16,89784000000.0,89784000000.0,8239848789.0,145276000000.0,17.62,1941000000.0,3510000000.0,MSFT,82600000000.0,7990000000.0,19544000000.0,2020-01-29,8245000000.0,8363000000.0,68621000000.0
0.402,3332000000.0,16289000000.0,,156119000000.0,,109006000000.0,47113000000.0,,10.553,2014-03-31,-1192000000.0,88425000000.0,88425000000.0,5660000000.0,5941000000.0,33903000000.0,3.215,2014-04-24,22679000000.0,2000000000.0,20679000000.0,0.786,22679000000.0,19512000000.0,0.0,1255000000.0,0.026,0.28,6957000000.0,6957000000.0,8212000000.0,8212000000.0,6957000000.0,0.68,0.68,0.68,2000000.0,263514021005.0,10.0,8.276,1,8907000000.0,1.075,17652000000.0,0.709,14462000000.0,1297000000.0,0.0,1920000000.0,38818000000.0,,14792000000.0,0.0,14792000000.0,-300000000.0,-1704000000.0,34792000000.0,329260021005.0,1513000000.0,-157000000.0,-4304000000.0,-4284000000.0,10099000000.0,-2981000000.0,5660000000.0,5660000000.0,5660000000.0,0.0,0.0,7488000000.0,6974000000.0,-2322000000.0,0.412,Q,0.0,14.681,3.95,3.766,14.818,3.962,0.277,11771000000.0,2014-03-31,2743000000.0,,,,,20403000000.0,20403000000.0,2.463,4745000000.0,580000000.0,1.0,39.86,87424000000.0,87424000000.0,8260411967.0,138467000000.0,16.715,1424000000.0,3012000000.0,MSFT,68695000000.0,5377000000.0,13497000000.0,2020-01-29,8284000000.0,8367000000.0,75103000000.0
0.373,3277000000.0,14347000000.0,,153543000000.0,,106870000000.0,46673000000.0,,10.221,2013-12-31,-1732000000.0,83944000000.0,83944000000.0,6558000000.0,8284000000.0,33742000000.0,3.167,2014-01-23,22976000000.0,2300000000.0,20676000000.0,0.804,22976000000.0,19474000000.0,0.0,1261000000.0,0.027,0.28,7878000000.0,7878000000.0,9139000000.0,9139000000.0,7878000000.0,0.79,0.79,0.78,33000000.0,238314593905.0,9.0,7.382,1,2681000000.0,0.322,17625000000.0,0.662,16235000000.0,1320000000.0,0.0,1594000000.0,41208000000.0,,14607000000.0,0.0,14607000000.0,6962000000.0,-1996000000.0,34701000000.0,299282593905.0,6036000000.0,-139000000.0,2615000000.0,-1025000000.0,4413000000.0,679000000.0,6558000000.0,6558000000.0,6558000000.0,0.0,0.0,8266000000.0,7969000000.0,-2332000000.0,0.354,Q,0.0,13.114,3.587,3.517,13.207,3.598,0.267,11567000000.0,2013-12-31,2748000000.0,,,,,24519000000.0,24519000000.0,2.945,5518000000.0,571000000.0,1.0,36.055,85100000000.0,85100000000.0,8300723725.0,135918000000.0,16.325,1328000000.0,2968000000.0,MSFT,68443000000.0,6146000000.0,15986000000.0,2020-01-29,8326000000.0,8395000000.0,73128000000.0
0.397,2731000000.0,11680000000.0,,142348000000.0,,99450000000.0,42898000000.0,,9.79,2013-09-30,-1231000000.0,80672000000.0,80672000000.0,5244000000.0,5114000000.0,34623000000.0,2.872,2013-10-24,15932000000.0,3300000000.0,12632000000.0,0.744,15932000000.0,20214000000.0,0.0,954000000.0,0.027,0.23,6408000000.0,6408000000.0,7362000000.0,7362000000.0,6408000000.0,0.63,0.63,0.62,24000000.0,216753492695.0,8.0,6.789,1,6974000000.0,0.836,17649000000.0,0.724,13415000000.0,1164000000.0,0.0,2613000000.0,25336000000.0,,11995000000.0,0.0,11995000000.0,300000000.0,-1985000000.0,26084000000.0,281493492695.0,219000000.0,-15000000.0,-3396000000.0,-4614000000.0,8205000000.0,-3304000000.0,5244000000.0,5244000000.0,5244000000.0,0.0,0.0,7081000000.0,6334000000.0,-1916000000.0,0.365,Q,0.0,12.433,3.502,3.448,12.489,3.499,0.283,10774000000.0,2013-09-30,2767000000.0,,,,,18529000000.0,18529000000.0,2.222,4314000000.0,430000000.0,1.0,33.72,81641000000.0,81641000000.0,8347968348.0,124699000000.0,14.954,1258000000.0,3070000000.0,MSFT,60707000000.0,5423000000.0,11007000000.0,2020-01-29,8339000000.0,8434000000.0,64827000000.0
0.358,1743000000.0,9895000000.0,,142431000000.0,,101466000000.0,40965000000.0,,9.46,2013-06-30,-1794000000.0,77022000000.0,77022000000.0,4965000000.0,5602000000.0,37417000000.0,2.712,2013-07-30,15600000000.0,2999000000.0,12601000000.0,0.804,15600000000.0,22399000000.0,0.0,983000000.0,0.028,0.23,6145000000.0,6145000000.0,7128000000.0,7128000000.0,6145000000.0,0.59,0.59,0.59,-31000000.0,203887111404.0,8.0,6.618,1,4109000000.0,0.492,17738000000.0,0.718,14294000000.0,1180000000.0,0.0,1938000000.0,25854000000.0,,10844000000.0,0.0,10844000000.0,1305000000.0,-876000000.0,26070000000.0,265309111404.0,-1436000000.0,-20000000.0,-1469000000.0,-5839000000.0,5903000000.0,-4106000000.0,4965000000.0,4965000000.0,4965000000.0,0.0,0.0,8221000000.0,6073000000.0,-1921000000.0,0.39,Q,0.0,12.135,3.408,3.361,12.203,3.426,0.25,9991000000.0,2013-06-30,2783000000.0,,,,,19896000000.0,19896000000.0,2.384,5438000000.0,584000000.0,1.0,31.85,78944000000.0,78944000000.0,8329956402.0,124693000000.0,14.942,1632000000.0,2301000000.0,MSFT,63487000000.0,5473000000.0,17486000000.0,2020-01-29,8345000000.0,8464000000.0,64049000000.0
0.422,2205000000.0,7657000000.0,,134105000000.0,,93524000000.0,40581000000.0,,9.169,2013-03-31,-930000000.0,74483000000.0,74483000000.0,6055000000.0,4787000000.0,31929000000.0,2.929,2013-04-18,14195000000.0,2246000000.0,11949000000.0,0.749,14195000000.0,17905000000.0,0.0,1053000000.0,0.03,0.23,7603000000.0,7603000000.0,8656000000.0,8656000000.0,7603000000.0,0.72,0.72,0.72,-39000000.0,180140358726.0,8.0,7.253,1,8736000000.0,1.044,17922000000.0,0.766,15702000000.0,1548000000.0,0.0,2133000000.0,23966000000.0,,11193000000.0,0.0,11193000000.0,0.0,-825000000.0,25488000000.0,240428358726.0,-777000000.0,-108000000.0,-2744000000.0,-7660000000.0,9666000000.0,-7165000000.0,6055000000.0,6055000000.0,6055000000.0,0.0,0.0,8090000000.0,7612000000.0,-1925000000.0,0.319,Q,0.0,14.655,3.163,3.135,14.764,3.168,0.296,9204000000.0,2013-03-31,2640000000.0,,,,,20489000000.0,20489000000.0,2.45,5450000000.0,593000000.0,1.0,28.79,76688000000.0,76688000000.0,8351106590.0,116183000000.0,13.891,1676000000.0,3113000000.0,MSFT,57417000000.0,5096000000.0,11991000000.0,2020-01-29,8364000000.0,8429000000.0,61595000000.0
0.409,2006000000.0,4236000000.0,,128683000000.0,,89574000000.0,39109000000.0,,8.647,2012-12-31,-930000000.0,68312000000.0,68312000000.0,6377000000.0,5692000000.0,31910000000.0,2.807,2013-01-24,14188000000.0,2241000000.0,11947000000.0,0.773,14188000000.0,19813000000.0,0.0,1009000000.0,0.03,0.23,7770000000.0,7770000000.0,8779000000.0,8779000000.0,7770000000.0,0.76,0.76,0.76,15000000.0,177311646863.0,9.0,7.607,1,3850000000.0,0.459,18068000000.0,0.735,15764000000.0,1393000000.0,0.0,1661000000.0,24581000000.0,,10707000000.0,0.0,10707000000.0,2232000000.0,-1513000000.0,24197000000.0,231435646863.0,981000000.0,-311000000.0,-1221000000.0,-2593000000.0,4780000000.0,-959000000.0,6377000000.0,6377000000.0,6377000000.0,0.0,0.0,7993000000.0,7771000000.0,-1933000000.0,0.303,Q,0.0,14.971,3.173,3.189,15.016,3.18,0.297,8698000000.0,2012-12-31,2528000000.0,,,,,21456000000.0,21456000000.0,2.556,5465000000.0,594000000.0,1.0,27.63,72576000000.0,72576000000.0,8376244910.0,110615000000.0,13.179,1983000000.0,3024000000.0,MSFT,56107000000.0,4377000000.0,14317000000.0,2020-01-29,8393000000.0,8444000000.0,57664000000.0
0.39,1820000000.0,932000000.0,,121876000000.0,,84051000000.0,37825000000.0,,8.199,2012-09-30,-603000000.0,66644000000.0,66644000000.0,4466000000.0,4168000000.0,31402000000.0,2.677,2012-10-18,11950000000.0,2236000000.0,9714000000.0,0.771,11950000000.0,19587000000.0,0.0,710000000.0,0.027,0.2,5534000000.0,5534000000.0,6244000000.0,6244000000.0,5534000000.0,0.53,0.53,0.53,47000000.0,193549561172.0,9.0,8.255,1,7881000000.0,0.939,17889000000.0,0.74,11840000000.0,1068000000.0,0.0,1624000000.0,17891000000.0,,10038000000.0,0.0,10038000000.0,0.0,-1215000000.0,21638000000.0,248243561172.0,-1902000000.0,-1145000000.0,-2714000000.0,-7719000000.0,8484000000.0,-5572000000.0,4466000000.0,4466000000.0,4466000000.0,0.0,0.0,6532000000.0,5308000000.0,-1676000000.0,0.377,Q,0.0,15.806,3.431,3.606,15.773,3.422,0.279,8329000000.0,2012-09-30,2460000000.0,,,,,16008000000.0,16008000000.0,1.907,4072000000.0,426000000.0,1.0,29.495,68836000000.0,68836000000.0,8416462491.0,103987000000.0,12.385,2052000000.0,3056000000.0,MSFT,53040000000.0,4046000000.0,9871000000.0,2020-01-29,8396000000.0,8494000000.0,52649000000.0
0.064,0.0,566000000.0,,121271000000.0,,85084000000.0,36187000000.0,,7.91,2012-06-30,-622000000.0,63040000000.0,63040000000.0,-492000000.0,4163000000.0,32688000000.0,2.603,2012-07-26,11944000000.0,1231000000.0,10713000000.0,0.827,11944000000.0,20059000000.0,0.0,797000000.0,0.026,0.2,359000000.0,359000000.0,1156000000.0,1156000000.0,359000000.0,-0.06,-0.06,-0.05,-44000000.0,193363844127.0,9.0,7.663,1,7055000000.0,0.841,16622000000.0,0.769,13896000000.0,851000000.0,0.0,1137000000.0,20865000000.0,,9776000000.0,0.0,9776000000.0,0.0,-752000000.0,22220000000.0,244459844127.0,550000000.0,-526000000.0,-2421000000.0,-4662000000.0,7677000000.0,-3117000000.0,-492000000.0,-492000000.0,-492000000.0,0.0,0.0,13704000000.0,192000000.0,-1678000000.0,-3.333,Q,0.0,14.399,3.316,3.684,14.436,3.321,-0.027,8269000000.0,2012-06-30,2594000000.0,,,,,18059000000.0,18059000000.0,2.152,4917000000.0,511000000.0,1.0,29.16,66363000000.0,66363000000.0,8383396575.0,104649000000.0,12.473,2035000000.0,2682000000.0,MSFT,54908000000.0,4989000000.0,15780000000.0,2020-01-29,8390000000.0,8518000000.0,52396000000.0
0.41,0.0,3386000000.0,,118010000000.0,,76860000000.0,41150000000.0,,8.173,2012-03-31,-749000000.0,59529000000.0,59529000000.0,5108000000.0,3952000000.0,26170000000.0,2.937,2012-04-19,11938000000.0,0.0,11938000000.0,0.719,11938000000.0,15191000000.0,0.0,766000000.0,0.023,0.2,6363000000.0,6363000000.0,7129000000.0,7129000000.0,6363000000.0,0.61,0.61,0.6,30000000.0,212919857854.0,8.0,6.849,1,8845000000.0,1.053,22454000000.0,0.773,13455000000.0,1255000000.0,0.0,1412000000.0,21795000000.0,,9068000000.0,0.0,9068000000.0,0.0,68000000.0,23181000000.0,260510857854.0,-4222000000.0,-84000000.0,-1605000000.0,-12241000000.0,9594000000.0,-11769000000.0,5108000000.0,5108000000.0,5108000000.0,0.0,0.0,7081000000.0,6374000000.0,-1683000000.0,0.328,Q,0.0,11.16,3.567,3.794,11.155,3.567,0.293,8225000000.0,2012-03-31,2517000000.0,,,,,17407000000.0,17407000000.0,2.072,4564000000.0,581000000.0,1.0,31.01,68659000000.0,68659000000.0,8400866103.0,95556000000.0,11.374,2350000000.0,2414000000.0,MSFT,49351000000.0,5000000000.0,10961000000.0,2020-01-29,8401000000.0,8498000000.0,50690000000.0
0.427,0.0,219000000.0,,112243000000.0,,72513000000.0,39730000000.0,,7.632,2011-12-31,-498000000.0,51736000000.0,51736000000.0,6624000000.0,5638000000.0,25373000000.0,2.858,2012-01-19,11932000000.0,0.0,11932000000.0,0.75,11932000000.0,15334000000.0,0.0,678000000.0,0.024,0.2,8239000000.0,8239000000.0,8917000000.0,8917000000.0,8239000000.0,0.79,0.79,0.78,-52000000.0,196144491431.0,7.0,6.389,1,5364000000.0,0.638,22251000000.0,0.73,15247000000.0,1615000000.0,0.0,1351000000.0,24815000000.0,,7550000000.0,0.0,7550000000.0,0.0,-834000000.0,22749000000.0,235948491431.0,-2271000000.0,-8627000000.0,-2513000000.0,-5568000000.0,5862000000.0,3849000000.0,6624000000.0,6624000000.0,6624000000.0,0.0,0.0,7253000000.0,7994000000.0,-1683000000.0,0.253,Q,0.0,10.054,3.275,3.68,10.079,3.279,0.317,8010000000.0,2011-12-31,2371000000.0,,,,,20885000000.0,20885000000.0,2.486,4882000000.0,571000000.0,1.0,28.12,64121000000.0,64121000000.0,8390771388.0,89992000000.0,10.711,2169000000.0,2003000000.0,MSFT,48122000000.0,4733000000.0,13643000000.0,2020-01-29,8402000000.0,8465000000.0,47140000000.0
0.462,0.0,-4101000000.0,,107415000000.0,,75271000000.0,32144000000.0,,7.077,2011-09-30,-436000000.0,57403000000.0,57403000000.0,5738000000.0,3777000000.0,25543000000.0,2.947,2011-10-20,11927000000.0,0.0,11927000000.0,0.809,11927000000.0,15658000000.0,0.0,726000000.0,0.024,0.16,7306000000.0,7306000000.0,8032000000.0,8032000000.0,7306000000.0,0.68,0.68,0.68,-38000000.0,181989408770.0,6.0,5.881,1,8057000000.0,0.96,13563000000.0,0.783,13595000000.0,1568000000.0,0.0,2270000000.0,22833000000.0,,8576000000.0,0.0,8576000000.0,0.0,-1598000000.0,22481000000.0,227465408770.0,3271000000.0,-875000000.0,-2869000000.0,-2315000000.0,8493000000.0,-938000000.0,5738000000.0,5738000000.0,5738000000.0,0.0,0.0,6392000000.0,7203000000.0,-1341000000.0,0.235,Q,0.0,9.688,3.198,3.83,9.727,3.191,0.33,8033000000.0,2011-09-30,2329000000.0,,,,,17372000000.0,17372000000.0,2.07,4063000000.0,488000000.0,1.0,27.04,59391000000.0,59391000000.0,8412182277.0,93852000000.0,11.184,2190000000.0,1745000000.0,MSFT,48024000000.0,4860000000.0,10153000000.0,2020-01-29,8392000000.0,8490000000.0,49728000000.0
0.404,0.0,-6332000000.0,,108704000000.0,,74918000000.0,33786000000.0,,6.774,2011-06-30,-642000000.0,52772000000.0,52772000000.0,5874000000.0,3708000000.0,28774000000.0,2.604,2011-07-28,11921000000.0,0.0,11921000000.0,0.904,11921000000.0,17120000000.0,0.0,689000000.0,0.022,0.16,6319000000.0,6319000000.0,7008000000.0,7008000000.0,6319000000.0,0.7,0.7,0.68,20000000.0,191394527477.0,7.0,6.207,1,5300000000.0,0.629,13325000000.0,0.786,13659000000.0,445000000.0,0.0,1372000000.0,25754000000.0,,10865000000.0,0.0,10865000000.0,0.0,-1076000000.0,22847000000.0,232245527477.0,2589000000.0,-2000000.0,-2423000000.0,-950000000.0,5942000000.0,-269000000.0,5874000000.0,5874000000.0,5874000000.0,0.0,0.0,7488000000.0,6171000000.0,-1350000000.0,0.229,Q,0.0,10.032,3.32,4.069,10.154,3.365,0.338,8162000000.0,2011-06-30,2393000000.0,,,,,17367000000.0,17367000000.0,2.061,5095000000.0,541000000.0,1.0,27.72,57083000000.0,57083000000.0,8378265782.0,95379000000.0,11.318,2467000000.0,2036000000.0,MSFT,51621000000.0,5405000000.0,14987000000.0,2020-01-29,8427000000.0,8545000000.0,46144000000.0
0.411,0.0,-9782000000.0,,99727000000.0,,66263000000.0,33464000000.0,,6.348,2011-03-31,-658000000.0,50150000000.0,50150000000.0,5232000000.0,3897000000.0,24042000000.0,2.756,2011-04-28,11915000000.0,0.0,11915000000.0,0.866,11915000000.0,13019000000.0,0.0,720000000.0,0.022,0.16,6025000000.0,6025000000.0,6745000000.0,6745000000.0,6025000000.0,0.62,0.62,0.61,28000000.0,187004214770.0,7.0,6.117,1,8014000000.0,0.952,13394000000.0,0.763,12531000000.0,793000000.0,0.0,1056000000.0,24056000000.0,,10748000000.0,0.0,10748000000.0,2239000000.0,557000000.0,22233000000.0,225239214770.0,2998000000.0,0.0,1437000000.0,-7139000000.0,8672000000.0,-6370000000.0,5232000000.0,5232000000.0,5232000000.0,0.0,0.0,6822000000.0,5709000000.0,-1349000000.0,0.258,Q,0.0,10.335,3.283,4.214,10.475,3.278,0.318,7969000000.0,2011-03-31,2269000000.0,,,,,16428000000.0,16428000000.0,1.951,4553000000.0,536000000.0,1.0,26.71,53452000000.0,53452000000.0,8432767307.0,86333000000.0,10.253,2586000000.0,2024000000.0,MSFT,46275000000.0,5074000000.0,10033000000.0,2020-01-29,8420000000.0,8510000000.0,42221000000.0
0.459,0.0,-13165000000.0,,92306000000.0,,59684000000.0,32622000000.0,,5.706,2010-12-31,-491000000.0,41252000000.0,41252000000.0,6634000000.0,4833000000.0,24312000000.0,2.455,2011-01-27,9671000000.0,0.0,9671000000.0,0.904,9671000000.0,13417000000.0,0.0,663000000.0,0.019,0.16,8497000000.0,8497000000.0,9160000000.0,9160000000.0,8497000000.0,0.78,0.78,0.77,-3000000.0,210995769235.0,8.0,7.066,1,3695000000.0,0.435,13494000000.0,0.758,15120000000.0,1863000000.0,0.0,861000000.0,22919000000.0,,10022000000.0,0.0,10022000000.0,-1000000000.0,-4392000000.0,19513000000.0,242576769235.0,-4138000000.0,-69000000.0,-6751000000.0,-1570000000.0,4186000000.0,-1457000000.0,6634000000.0,6634000000.0,6634000000.0,0.0,0.0,6955000000.0,8165000000.0,-1363000000.0,0.205,Q,0.0,11.794,3.637,5.004,12.079,3.678,0.332,7799000000.0,2010-12-31,2185000000.0,,,,,19953000000.0,19953000000.0,2.348,4770000000.0,549000000.0,1.0,28.87,48481000000.0,48481000000.0,8402382031.0,78812000000.0,9.275,2548000000.0,2265000000.0,MSFT,43825000000.0,5218000000.0,12874000000.0,2020-01-29,8497000000.0,8570000000.0,35372000000.0
0.489,0.0,-14993000000.0,,91540000000.0,,59581000000.0,31959000000.0,,5.45,2010-09-30,-564000000.0,44173000000.0,44173000000.0,5410000000.0,3139000000.0,25857000000.0,2.304,2010-10-28,10665000000.0,1000000000.0,9665000000.0,0.95,10665000000.0,13919000000.0,0.0,694000000.0,0.02,0.13,7230000000.0,7230000000.0,7924000000.0,7924000000.0,7230000000.0,0.63,0.63,0.62,58000000.0,191331150800.0,7.0,6.336,1,7630000000.0,0.886,13548000000.0,0.806,13056000000.0,1820000000.0,0.0,1242000000.0,18627000000.0,,9211000000.0,0.0,9211000000.0,4721000000.0,-4222000000.0,18741000000.0,224839150800.0,2656000000.0,0.0,-639000000.0,-4957000000.0,8194000000.0,-5120000000.0,5410000000.0,5410000000.0,5410000000.0,0.0,0.0,5940000000.0,7116000000.0,-1118000000.0,0.206,Q,0.0,10.917,3.419,4.79,11.136,3.443,0.334,7771000000.0,2010-09-30,2196000000.0,,,,,16195000000.0,16195000000.0,1.88,3744000000.0,523000000.0,1.0,26.28,46942000000.0,46942000000.0,8555523242.0,77992000000.0,9.054,2344000000.0,2676000000.0,MSFT,44598000000.0,4563000000.0,9646000000.0,2020-01-29,8614000000.0,8695000000.0,33724000000.0
0.42,0.0,-16681000000.0,,86113000000.0,,55676000000.0,30437000000.0,,5.299,2010-06-30,-758000000.0,36788000000.0,36788000000.0,4518000000.0,3170000000.0,26147000000.0,2.129,2010-07-30,5939000000.0,1000000000.0,4939000000.0,0.865,5939000000.0,14830000000.0,0.0,718000000.0,0.02,0.13,6024000000.0,6024000000.0,6742000000.0,6742000000.0,6024000000.0,0.52,0.52,0.51,-37000000.0,192499572813.0,8.0,6.953,1,4846000000.0,0.556,13552000000.0,0.802,12869000000.0,1506000000.0,0.0,740000000.0,15565000000.0,,7754000000.0,0.0,7754000000.0,-58000000.0,-2927000000.0,13791000000.0,223348572813.0,-2650000000.0,0.0,-4098000000.0,-4119000000.0,5604000000.0,-749000000.0,4518000000.0,4518000000.0,4518000000.0,0.0,0.0,6939000000.0,5930000000.0,-1130000000.0,0.25,Q,0.0,11.906,3.574,4.837,12.117,3.64,0.282,7630000000.0,2010-06-30,2350000000.0,,,,,16039000000.0,16039000000.0,1.841,4589000000.0,475000000.0,1.0,25.81,46175000000.0,46175000000.0,8653567331.0,72561000000.0,8.327,2184000000.0,1303000000.0,MSFT,39938000000.0,4207000000.0,13014000000.0,2020-01-29,8714000000.0,8843000000.0,29529000000.0
