EBITDAMargin,accumulatedOtherComprehensiveIncome,accumulatedRetainedEarningsDeficit,assetTurnover,assets,assetsAverage,assetsCurrent,assetsNonCurrent,averageEquity,bookValuePerShare,calendarDate,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,consolidatedIncome,costOfRevenue,currentLiabilities,currentRatio,dateKey,debt,debtCurrent,debtNonCurrent,debtToEquityRatio,debtUSD,deferredRevenue,deposits,depreciationAmortizationAndAccretion,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningBeforeInterestTaxesUSD,earningsBeforeInterestTaxesDepreciationAmortization,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerBasicShareUSD,earningsPerDilutedShare,effectOfExchangeRateChangesOnCash,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,foreignCurrencyUSDExchangeRate,freeCashFlow,freeCashFlowPerShare,goodwillAndIntangibleAssets,grossMargin,grossProfit,incomeTaxExpense,interestExpense,inventory,investedCapital,investedCapitalAverage,investments,investmentsCurrent,investmentsNonCurrent,issuanceDebtSecurities,issuanceEquityShares,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowFromOperations,netCashFlowInvestmentAcquisitionsDisposals,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netIncomeToNonControllingInterests,netLossIncomeFromDiscontinuedOperations,operatingExpenses,operatingIncome,paymentDividendsOtherCashDistributions,payoutRatio,period,preferredDividendsIncomeStatementImpact,priceEarnings,priceSales,priceToBookValue,priceToEarningsRatio,priceToSalesRatio,profitMargin,propertyPlantEquipmentNet,reportPeriod,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,revenues,revenuesUSD,salesPerShare,sellingGeneralAndAdministrativeExpense,shareBasedCompensation,shareFactor,sharePriceAdjustedClose,shareholdersEquity,shareholdersEquityUSD,shares,tangibleAssetValue,tangibleAssetsBookValuePerShare,taxAssets,taxLiabilities,ticker,totalLiabilities,tradeAndNonTradePayables,tradeAndNonTradeReceivables,updated,weightedAverageShares,weightedAverageSharesDiluted,workingCapital
0.264,-29490000000.0,159206000000.0,,123382000000.0,,49146000000.0,74236000000.0,,18.633,2018-12-31,-877000000.0,11604000000.0,11604000000.0,1951000000.0,11073000000.0,38227000000.0,1.286,2019-02-26,45812000000.0,10207000000.0,35605000000.0,6.338,45812000000.0,14610000000.0,0.0,1112000000.0,0.045,3.14,4625000000.0,4625000000.0,5737000000.0,5737000000.0,4432000000.0,2.17,2.17,2.15,-96000000.0,158540113288.0,13.0,9.579,1,3242000000.0,3.597,39352000000.0,0.491,10688000000.0,2481000000.0,193000000.0,1682000000.0,80011000000.0,,3004000000.0,618000000.0,2386000000.0,-1145000000.0,-2050000000.0,68225000000.0,124332113288.0,-127000000.0,-16000000.0,-4605000000.0,455000000.0,4119000000.0,1349000000.0,1951000000.0,1951000000.0,1951000000.0,0.0,2000000.0,6059000000.0,4629000000.0,-1416000000.0,1.447,Q,0.0,14.245,1.562,7.402,14.6,1.601,0.09,10792000000.0,2018-12-31,1358000000.0,,,,,21761000000.0,21761000000.0,24.142,4701000000.0,139000000.0,1.0,139.72,16796000000.0,16796000000.0,889866256.0,84030000000.0,93.222,5216000000.0,3046000000.0,IBM,106452000000.0,6558000000.0,39711000000.0,2020-02-26,901392288.0,905262856.0,10919000000.0
0.231,-27820000000.0,158612000000.0,,121990000000.0,,48257000000.0,73733000000.0,,21.712,2018-09-30,-943000000.0,11731000000.0,11731000000.0,2694000000.0,9953000000.0,36822000000.0,1.311,2018-10-30,46921000000.0,10932000000.0,35989000000.0,5.159,46921000000.0,14211000000.0,0.0,1138000000.0,0.053,1.57,3189000000.0,3189000000.0,4327000000.0,4327000000.0,2998000000.0,2.95,2.95,2.94,-55000000.0,140064801866.0,12.0,8.442,1,3289000000.0,3.61,39660000000.0,0.469,8803000000.0,304000000.0,191000000.0,1893000000.0,80698000000.0,,5204000000.0,2932000000.0,2272000000.0,1595000000.0,-626000000.0,65249000000.0,104874801866.0,771000000.0,-1000000.0,-436000000.0,-2969000000.0,4232000000.0,-2026000000.0,2694000000.0,2694000000.0,2694000000.0,0.0,-2000000.0,5615000000.0,3188000000.0,-1431000000.0,0.532,Q,0.0,18.325,1.305,5.301,18.347,1.308,0.144,10949000000.0,2018-09-30,1252000000.0,,,,,18756000000.0,18756000000.0,20.584,4363000000.0,129000000.0,1.0,115.4,19784000000.0,19784000000.0,908793777.0,82330000000.0,90.353,4436000000.0,2502000000.0,IBM,102071000000.0,5384000000.0,35266000000.0,2020-02-26,911200000.0,915200000.0,11435000000.0
0.203,-28290000000.0,157349000000.0,,121622000000.0,,46795000000.0,74827000000.0,,20.238,2018-06-30,-1003000000.0,10960000000.0,10960000000.0,2404000000.0,10804000000.0,35442000000.0,1.32,2018-07-31,45497000000.0,7646000000.0,37851000000.0,5.56,45497000000.0,15470000000.0,0.0,1116000000.0,0.042,1.57,2950000000.0,2950000000.0,4066000000.0,4066000000.0,2777000000.0,2.63,2.63,2.61,-444000000.0,166824493632.0,14.0,10.005,1,1291000000.0,1.411,39826000000.0,0.46,9199000000.0,373000000.0,173000000.0,1742000000.0,80891000000.0,,3484000000.0,966000000.0,2518000000.0,-38000000.0,-990000000.0,67532000000.0,132287493632.0,-1302000000.0,-51000000.0,-2519000000.0,-635000000.0,2294000000.0,420000000.0,2404000000.0,2404000000.0,2404000000.0,0.0,-1000000.0,6251000000.0,2948000000.0,-1437000000.0,0.597,Q,0.0,22.987,1.638,7.143,23.115,1.642,0.12,11024000000.0,2018-06-30,1364000000.0,,,,,20003000000.0,20003000000.0,21.859,4857000000.0,126000000.0,1.0,144.93,18520000000.0,18520000000.0,912768189.0,81796000000.0,89.385,4689000000.0,2780000000.0,IBM,102974000000.0,5518000000.0,37123000000.0,2020-02-26,915100000.0,919400000.0,11353000000.0
0.127,-28583000000.0,156371000000.0,,125285000000.0,,49122000000.0,76163000000.0,,19.731,2018-03-31,-893000000.0,12262000000.0,12262000000.0,1679000000.0,10825000000.0,35733000000.0,1.375,2018-04-24,46387000000.0,5977000000.0,40410000000.0,5.89,46387000000.0,16911000000.0,0.0,1114000000.0,0.041,1.5,1304000000.0,1304000000.0,2418000000.0,2418000000.0,1139000000.0,1.82,1.82,1.81,100000000.0,167744466621.0,14.0,10.282,1,3709000000.0,4.028,40253000000.0,0.432,8247000000.0,-540000000.0,165000000.0,1753000000.0,83424000000.0,,3835000000.0,893000000.0,2942000000.0,-713000000.0,-777000000.0,71262000000.0,133619466621.0,28000000.0,-71000000.0,-2909000000.0,-1764000000.0,4602000000.0,-800000000.0,1679000000.0,1679000000.0,1679000000.0,0.0,-4000000.0,6946000000.0,1301000000.0,-1382000000.0,0.824,Q,0.0,23.516,1.669,7.355,23.746,1.674,0.088,11278000000.0,2018-03-31,1405000000.0,,,,,19072000000.0,19072000000.0,20.715,5445000000.0,116000000.0,1.0,145.56,18166000000.0,18166000000.0,917968306.0,85032000000.0,92.356,5111000000.0,2918000000.0,IBM,106995000000.0,5736000000.0,38085000000.0,2020-02-26,920700000.0,925400000.0,13389000000.0
0.256,-26592000000.0,153126000000.0,,125356000000.0,,49735000000.0,75621000000.0,,19.031,2017-12-31,-966000000.0,11972000000.0,11972000000.0,-1054000000.0,11681000000.0,37363000000.0,1.331,2018-02-27,46824000000.0,6987000000.0,39837000000.0,6.117,46824000000.0,15298000000.0,0.0,1149000000.0,0.038,3.0,4632000000.0,4632000000.0,5781000000.0,5781000000.0,4468000000.0,-1.11,-1.11,-1.1,62000000.0,179060833806.0,15.0,10.819,1,4767000000.0,5.156,40530000000.0,0.482,10861000000.0,5522000000.0,164000000.0,1583000000.0,82315000000.0,,5527000000.0,608000000.0,4919000000.0,1138000000.0,-628000000.0,70268000000.0,144208833806.0,1057000000.0,-294000000.0,-919000000.0,-3818000000.0,5733000000.0,-2559000000.0,-1054000000.0,-1054000000.0,-1054000000.0,0.0,2000000.0,6229000000.0,4632000000.0,-1387000000.0,-2.703,Q,0.0,25.067,1.822,8.196,25.373,1.845,-0.047,11116000000.0,2017-12-31,1427000000.0,,,,,22542000000.0,22542000000.0,24.383,5148000000.0,146000000.0,1.0,156.55,17594000000.0,17594000000.0,921167894.0,84826000000.0,91.752,4862000000.0,4219000000.0,IBM,107631000000.0,6451000000.0,41180000000.0,2020-02-26,924513180.0,928942500.0,12372000000.0
0.23,-27521000000.0,155565000000.0,,121636000000.0,,44742000000.0,76894000000.0,,21.118,2017-09-30,-780000000.0,10915000000.0,10915000000.0,2726000000.0,10353000000.0,31697000000.0,1.412,2017-10-31,45626000000.0,4299000000.0,41327000000.0,5.191,45626000000.0,14228000000.0,0.0,1176000000.0,0.038,1.5,3233000000.0,3233000000.0,4409000000.0,4409000000.0,3065000000.0,2.93,2.93,2.92,328000000.0,177338419695.0,14.0,10.41,1,2790000000.0,3.002,40763000000.0,0.459,8800000000.0,339000000.0,168000000.0,1711000000.0,83887000000.0,,5406000000.0,600000000.0,4806000000.0,-447000000.0,-909000000.0,70182000000.0,142627419695.0,-781000000.0,-267000000.0,-2756000000.0,-1923000000.0,3570000000.0,-876000000.0,2726000000.0,2726000000.0,2726000000.0,0.0,0.0,5568000000.0,3232000000.0,-1395000000.0,0.512,Q,0.0,12.613,1.82,7.267,12.828,1.827,0.142,11057000000.0,2017-09-30,1342000000.0,,,,,19153000000.0,19153000000.0,20.608,4648000000.0,123000000.0,1.0,154.06,19627000000.0,19627000000.0,925791378.0,80873000000.0,87.016,7289000000.0,3038000000.0,IBM,101879000000.0,5442000000.0,35585000000.0,2020-02-26,929400000.0,933200000.0,13045000000.0
0.192,-28189000000.0,154234000000.0,,120495000000.0,,45013000000.0,75482000000.0,,19.702,2017-06-30,-748000000.0,11696000000.0,11696000000.0,2331000000.0,10495000000.0,35966000000.0,1.252,2017-07-25,45673000000.0,8061000000.0,37612000000.0,5.535,45673000000.0,15158000000.0,0.0,1117000000.0,0.039,1.5,2589000000.0,2589000000.0,3706000000.0,3706000000.0,2442000000.0,2.49,2.49,2.48,447000000.0,170217352018.0,13.0,9.912,1,2718000000.0,2.907,40696000000.0,0.456,8794000000.0,111000000.0,147000000.0,1604000000.0,77810000000.0,,5358000000.0,599000000.0,4759000000.0,2280000000.0,-1389000000.0,65985000000.0,136240352018.0,1600000000.0,-30000000.0,-609000000.0,-1705000000.0,3466000000.0,-925000000.0,2331000000.0,2331000000.0,2331000000.0,0.0,1000000.0,6203000000.0,2591000000.0,-1403000000.0,0.602,Q,0.0,11.914,1.737,7.397,12.112,1.742,0.121,10903000000.0,2017-06-30,1484000000.0,,,,,19289000000.0,19289000000.0,20.632,5160000000.0,136000000.0,1.0,146.19,18419000000.0,18419000000.0,931940297.0,79799000000.0,85.356,6812000000.0,2779000000.0,IBM,101951000000.0,5126000000.0,35254000000.0,2020-02-26,934900000.0,939600000.0,9047000000.0
0.146,-28710000000.0,153292000000.0,,117495000000.0,,42889000000.0,74606000000.0,,19.447,2017-03-31,-819000000.0,10096000000.0,10096000000.0,1750000000.0,10383000000.0,36481000000.0,1.176,2017-04-25,42781000000.0,8340000000.0,34441000000.0,5.404,42781000000.0,15908000000.0,0.0,1099000000.0,0.035,1.4,1556000000.0,1556000000.0,2655000000.0,2655000000.0,1421000000.0,1.86,1.86,1.85,100000000.0,183370905225.0,14.0,10.31,1,3136000000.0,3.328,40743000000.0,0.428,7772000000.0,-329000000.0,135000000.0,1609000000.0,72956000000.0,,5148000000.0,599000000.0,4549000000.0,476000000.0,-1239000000.0,62566000000.0,150685905225.0,2270000000.0,-110000000.0,-2134000000.0,350000000.0,3955000000.0,1278000000.0,1750000000.0,1750000000.0,1750000000.0,0.0,3000000.0,6212000000.0,1560000000.0,-1321000000.0,0.753,Q,0.0,12.981,1.898,8.222,13.147,1.904,0.096,10865000000.0,2017-03-31,1533000000.0,,,,,18155000000.0,18155000000.0,19.265,5152000000.0,129000000.0,1.0,160.39,18327000000.0,18327000000.0,939496884.0,76752000000.0,81.443,6457000000.0,2747000000.0,IBM,99047000000.0,5324000000.0,34371000000.0,2020-02-26,942400000.0,947800000.0,6408000000.0
0.288,-29398000000.0,152759000000.0,,117470000000.0,,43888000000.0,73582000000.0,,19.235,2016-12-31,-925000000.0,7826000000.0,7826000000.0,4501000000.0,10877000000.0,36275000000.0,1.21,2017-02-28,42168000000.0,7513000000.0,34655000000.0,5.43,42168000000.0,14635000000.0,0.0,1127000000.0,0.031,1.4,5138000000.0,5138000000.0,6265000000.0,6265000000.0,4981000000.0,4.73,4.73,4.71,-206000000.0,203950480921.0,16.0,11.767,1,2732000000.0,2.88,40887000000.0,0.5,10893000000.0,480000000.0,157000000.0,1553000000.0,74650000000.0,,5286000000.0,701000000.0,4585000000.0,875000000.0,-832000000.0,62803000000.0,169608480921.0,-1212000000.0,-723000000.0,-1287000000.0,-3376000000.0,3657000000.0,-1726000000.0,4501000000.0,4501000000.0,4501000000.0,0.0,5000000.0,5750000000.0,5143000000.0,-1329000000.0,0.296,Q,0.0,14.286,2.122,9.296,14.467,2.15,0.207,10830000000.0,2016-12-31,1431000000.0,,,,,21770000000.0,21770000000.0,22.95,4976000000.0,141000000.0,1.0,179.82,18246000000.0,18246000000.0,943212551.0,76583000000.0,80.733,5224000000.0,3235000000.0,IBM,99078000000.0,6209000000.0,38266000000.0,2020-02-26,948590120.0,952756388.0,7613000000.0
0.237,-28164000000.0,149585000000.0,,115606000000.0,,41433000000.0,74173000000.0,,17.83,2016-09-30,-852000000.0,9039000000.0,9039000000.0,2853000000.0,10213000000.0,34447000000.0,1.203,2016-10-25,42483000000.0,6920000000.0,35563000000.0,5.788,42483000000.0,14426000000.0,0.0,1127000000.0,0.036,1.4,3420000000.0,3420000000.0,4547000000.0,4547000000.0,3262000000.0,2.99,2.99,2.98,41000000.0,176908934655.0,14.0,10.234,1,3361000000.0,3.523,41282000000.0,0.469,9013000000.0,409000000.0,158000000.0,1729000000.0,73321000000.0,,6004000000.0,929000000.0,5075000000.0,-2041000000.0,-806000000.0,64000000000.0,143464934655.0,-978000000.0,-40000000.0,-4182000000.0,-1050000000.0,4213000000.0,-159000000.0,2853000000.0,2853000000.0,2853000000.0,0.0,1000000.0,5593000000.0,3420000000.0,-1337000000.0,0.468,Q,0.0,12.123,1.789,8.434,12.277,1.795,0.148,11104000000.0,2016-09-30,1397000000.0,,,,,19226000000.0,19226000000.0,20.153,4732000000.0,142000000.0,1.0,150.88,17010000000.0,17010000000.0,950854551.0,74324000000.0,77.908,4289000000.0,2137000000.0,IBM,98447000000.0,5271000000.0,34132000000.0,2020-02-26,954000000.0,957300000.0,6986000000.0
0.213,-28604000000.0,148071000000.0,,118056000000.0,,43524000000.0,74532000000.0,,16.433,2016-06-30,-978000000.0,10017000000.0,10017000000.0,2504000000.0,10536000000.0,33585000000.0,1.296,2016-07-26,44525000000.0,4887000000.0,39638000000.0,6.494,44525000000.0,15345000000.0,0.0,1103000000.0,0.033,1.4,3215000000.0,3215000000.0,4318000000.0,4318000000.0,3048000000.0,2.62,2.62,2.61,-103000000.0,189469464460.0,14.0,10.888,1,2465000000.0,2.575,41570000000.0,0.479,9702000000.0,544000000.0,167000000.0,1685000000.0,77409000000.0,,5859000000.0,600000000.0,5259000000.0,-1035000000.0,-780000000.0,68582000000.0,154961464460.0,-4338000000.0,-2827000000.0,-3156000000.0,-4522000000.0,3443000000.0,-717000000.0,2504000000.0,2504000000.0,2504000000.0,0.0,0.0,6486000000.0,3216000000.0,-1340000000.0,0.534,Q,0.0,12.988,1.931,9.849,13.148,1.934,0.124,11092000000.0,2016-06-30,1465000000.0,,,,,20238000000.0,20238000000.0,21.139,5349000000.0,128000000.0,1.0,162.12,15733000000.0,15733000000.0,955844217.0,76486000000.0,79.889,4387000000.0,2275000000.0,IBM,102167000000.0,5484000000.0,35814000000.0,2020-02-26,957400000.0,960500000.0,9939000000.0
0.118,-28998000000.0,146888000000.0,,118856000000.0,,47623000000.0,71233000000.0,,15.519,2016-03-31,-971000000.0,14354000000.0,14354000000.0,2014000000.0,9999000000.0,34664000000.0,1.374,2016-04-26,45557000000.0,5303000000.0,40254000000.0,6.954,45557000000.0,16271000000.0,0.0,1024000000.0,0.035,0.0,1178000000.0,1178000000.0,2202000000.0,2202000000.0,1031000000.0,2.09,2.09,2.09,217000000.0,174314112896.0,12.0,9.522,1,4674000000.0,4.86,38695000000.0,0.465,8685000000.0,-983000000.0,147000000.0,1690000000.0,76700000000.0,,5738000000.0,515000000.0,5223000000.0,4964000000.0,-880000000.0,69120000000.0,143111112896.0,6668000000.0,-2543000000.0,2834000000.0,-2028000000.0,5645000000.0,1486000000.0,2014000000.0,2014000000.0,2014000000.0,0.0,3000000.0,7506000000.0,1179000000.0,-1250000000.0,0.0,Q,0.0,11.115,1.77,9.589,11.277,1.774,0.108,10910000000.0,2016-03-31,1458000000.0,,,,,18684000000.0,18684000000.0,19.428,6012000000.0,133000000.0,1.0,149.08,14925000000.0,14925000000.0,959961852.0,80161000000.0,83.353,4809000000.0,2203000000.0,IBM,103784000000.0,5302000000.0,35996000000.0,2020-02-26,961700000.0,964400000.0,12959000000.0
0.282,-29607000000.0,146124000000.0,,110495000000.0,,42504000000.0,67991000000.0,,14.709,2015-12-31,-1018000000.0,7686000000.0,7686000000.0,4463000000.0,10652000000.0,34269000000.0,1.24,2016-02-23,39889000000.0,6461000000.0,33428000000.0,6.736,39889000000.0,14792000000.0,0.0,990000000.0,0.039,2.6,5229000000.0,5229000000.0,6219000000.0,6219000000.0,5101000000.0,4.59,4.59,4.57,-279000000.0,159423633146.0,10.0,7.934,1,4261000000.0,4.395,35508000000.0,0.517,11407000000.0,638000000.0,128000000.0,1551000000.0,72921000000.0,,5695000000.0,508000000.0,5187000000.0,627000000.0,-712000000.0,61802000000.0,127220633146.0,-1794000000.0,-2441000000.0,-1348000000.0,-5445000000.0,5279000000.0,-1987000000.0,4463000000.0,4463000000.0,4463000000.0,0.0,-2000000.0,6180000000.0,5227000000.0,-1261000000.0,0.566,Q,0.0,9.645,1.556,8.92,9.822,1.585,0.202,10727000000.0,2015-12-31,1362000000.0,,,,,22059000000.0,22059000000.0,22.751,5157000000.0,99000000.0,1.0,132.4,14262000000.0,14262000000.0,960880915.0,74987000000.0,77.34,4822000000.0,2847000000.0,IBM,96071000000.0,6028000000.0,38567000000.0,2020-02-26,969578092.0,972801068.0,8235000000.0
0.242,-28155000000.0,142898000000.0,,108649000000.0,,42112000000.0,66537000000.0,,13.633,2015-09-30,-933000000.0,9480000000.0,9480000000.0,2950000000.0,9844000000.0,33732000000.0,1.248,2015-10-27,39660000000.0,7538000000.0,32122000000.0,7.161,39660000000.0,14051000000.0,0.0,936000000.0,0.035,1.3,3726000000.0,3726000000.0,4662000000.0,4662000000.0,3609000000.0,3.03,3.03,3.01,42000000.0,163919381970.0,9.0,7.418,1,3302000000.0,3.386,33050000000.0,0.489,9436000000.0,659000000.0,117000000.0,1613000000.0,72047000000.0,,5674000000.0,88000000.0,5586000000.0,913000000.0,-1493000000.0,61466000000.0,133739381970.0,1087000000.0,-682000000.0,-1848000000.0,-1343000000.0,4235000000.0,272000000.0,2950000000.0,2950000000.0,2950000000.0,0.0,12000000.0,5697000000.0,3739000000.0,-1270000000.0,0.429,Q,0.0,9.412,1.596,10.06,9.58,1.604,0.153,10661000000.0,2015-09-30,1287000000.0,,,,,19280000000.0,19280000000.0,19.772,4731000000.0,112000000.0,1.0,137.86,13294000000.0,13294000000.0,970110126.0,75599000000.0,77.529,5350000000.0,2883000000.0,IBM,95198000000.0,5166000000.0,34630000000.0,2020-02-26,975100000.0,979000000.0,8380000000.0
0.251,-27432000000.0,141218000000.0,,112729000000.0,,45186000000.0,67543000000.0,,13.931,2015-06-30,-907000000.0,8393000000.0,8393000000.0,3449000000.0,10423000000.0,35535000000.0,1.272,2015-07-28,38668000000.0,5329000000.0,33339000000.0,7.227,38668000000.0,15224000000.0,0.0,961000000.0,0.029,1.3,4262000000.0,4262000000.0,5223000000.0,5223000000.0,4147000000.0,3.51,3.51,3.5,213000000.0,187048748971.0,12.0,9.531,1,2977000000.0,3.031,33473000000.0,0.499,10390000000.0,698000000.0,115000000.0,1912000000.0,73996000000.0,,5744000000.0,367000000.0,5377000000.0,-211000000.0,-1078000000.0,63357000000.0,156773748971.0,-402000000.0,-498000000.0,-2568000000.0,-1931000000.0,3884000000.0,-526000000.0,3449000000.0,3449000000.0,3449000000.0,0.0,77000000.0,6050000000.0,4340000000.0,-1278000000.0,0.37,Q,0.0,13.901,1.804,11.457,14.064,1.809,0.166,10702000000.0,2015-06-30,1300000000.0,,,,,20813000000.0,20813000000.0,21.188,5179000000.0,130000000.0,1.0,160.05,13684000000.0,13684000000.0,979529828.0,79256000000.0,80.684,6344000000.0,3639000000.0,IBM,98892000000.0,5943000000.0,38249000000.0,2020-02-26,982300000.0,986700000.0,9651000000.0
0.204,-27842000000.0,139030000000.0,,112037000000.0,,46316000000.0,65721000000.0,,12.287,2015-03-31,-923000000.0,8796000000.0,8796000000.0,2328000000.0,10138000000.0,35640000000.0,1.3,2015-04-28,38827000000.0,4532000000.0,34295000000.0,8.216,38827000000.0,15973000000.0,0.0,968000000.0,0.025,0.0,3021000000.0,3021000000.0,3989000000.0,3989000000.0,2913000000.0,2.36,2.36,2.35,-449000000.0,201295948933.0,12.0,9.642,1,2687000000.0,2.719,32862000000.0,0.482,9452000000.0,585000000.0,108000000.0,1970000000.0,73566000000.0,,5474000000.0,8000000.0,5466000000.0,-1310000000.0,-1004000000.0,64107000000.0,171264948933.0,319000000.0,-129000000.0,-3402000000.0,560000000.0,3610000000.0,1612000000.0,2328000000.0,2328000000.0,2328000000.0,0.0,88000000.0,6344000000.0,3108000000.0,-1088000000.0,0.0,Q,0.0,14.313,1.893,14.106,14.481,1.9,0.119,10509000000.0,2015-03-31,1298000000.0,,,,,19590000000.0,19590000000.0,19.826,5362000000.0,127000000.0,1.0,173.92,12141000000.0,12141000000.0,984734067.0,79175000000.0,80.129,6179000000.0,3539000000.0,IBM,99747000000.0,6314000000.0,37669000000.0,2020-02-26,988100000.0,992300000.0,10676000000.0
0.341,-27875000000.0,137793000000.0,,117532000000.0,,49422000000.0,68110000000.0,,11.983,2014-12-31,-975000000.0,8476000000.0,8476000000.0,5483000000.0,11251000000.0,39600000000.0,1.248,2015-02-24,40804000000.0,5731000000.0,35073000000.0,8.891,40804000000.0,15568000000.0,0.0,1046000000.0,0.027,2.2,7179000000.0,7179000000.0,8225000000.0,8225000000.0,7062000000.0,5.49,5.49,5.46,-208000000.0,195249956271.0,12.0,9.196,1,5084000000.0,5.133,33660000000.0,0.533,12862000000.0,1579000000.0,117000000.0,2103000000.0,76600000000.0,,5603000000.0,0.0,5603000000.0,-4639000000.0,28000000.0,65918000000.0,162921956271.0,-1085000000.0,1862000000.0,-5699000000.0,-1236000000.0,6059000000.0,-2123000000.0,5483000000.0,5483000000.0,5483000000.0,0.0,31000000.0,5650000000.0,7212000000.0,-1089000000.0,0.401,Q,0.0,13.552,1.756,13.728,13.77,1.784,0.227,10771000000.0,2014-12-31,1320000000.0,,,,,24113000000.0,24113000000.0,24.347,6034000000.0,96000000.0,1.0,164.83,11868000000.0,11868000000.0,988424172.0,83872000000.0,84.686,6852000000.0,5084000000.0,IBM,105518000000.0,6864000000.0,42940000000.0,2020-02-26,990390336.0,995301920.0,9822000000.0
0.098,-20978000000.0,133403000000.0,,118911000000.0,,47163000000.0,71748000000.0,,14.373,2014-09-30,-1008000000.0,9561000000.0,9561000000.0,18000000.0,11523000000.0,42306000000.0,1.115,2014-10-28,45697000000.0,12876000000.0,32821000000.0,7.332,45697000000.0,15029000000.0,0.0,1139000000.0,0.025,1.1,1050000000.0,1050000000.0,2189000000.0,2189000000.0,924000000.0,0.02,0.02,0.02,-439000000.0,198044453219.0,12.0,9.352,1,2896000000.0,2.92,34418000000.0,0.486,10874000000.0,906000000.0,126000000.0,2356000000.0,78323000000.0,,5130000000.0,4000000.0,5126000000.0,-158000000.0,-1571000000.0,62209000000.0,161908453219.0,-155000000.0,34000000.0,-2820000000.0,-800000000.0,3904000000.0,175000000.0,18000000.0,18000000.0,18000000.0,0.0,3437000000.0,6387000000.0,4487000000.0,-1090000000.0,55.0,Q,0.0,12.726,1.67,11.358,13.443,1.674,0.001,11068000000.0,2014-09-30,1354000000.0,,,,,22397000000.0,22397000000.0,22.582,5281000000.0,150000000.0,1.0,163.6,14255000000.0,14255000000.0,989660472.0,84493000000.0,85.192,4916000000.0,2475000000.0,IBM,104515000000.0,5855000000.0,38995000000.0,2020-02-26,991800000.0,997700000.0,4857000000.0
0.266,-20369000000.0,134483000000.0,,124314000000.0,,48182000000.0,76132000000.0,,17.384,2014-06-30,-909000000.0,9715000000.0,9715000000.0,4137000000.0,12389000000.0,42433000000.0,1.135,2014-07-29,46470000000.0,12462000000.0,34008000000.0,6.146,46470000000.0,16743000000.0,0.0,1166000000.0,0.02,1.1,5307000000.0,5307000000.0,6473000000.0,6473000000.0,5171000000.0,4.14,4.14,4.12,-13000000.0,230856506960.0,11.0,9.207,1,2670000000.0,2.671,35153000000.0,0.492,11975000000.0,1034000000.0,136000000.0,2338000000.0,83483000000.0,,5374000000.0,5000000.0,5369000000.0,2367000000.0,-3531000000.0,64368000000.0,194101506960.0,307000000.0,-322000000.0,-2260000000.0,-1000000000.0,3579000000.0,229000000.0,4137000000.0,4137000000.0,4137000000.0,0.0,0.0,6668000000.0,5307000000.0,-1096000000.0,0.266,Q,0.0,11.591,1.975,11.17,12.276,1.979,0.17,13748000000.0,2014-06-30,1457000000.0,,,,,24364000000.0,24364000000.0,24.374,5603000000.0,142000000.0,1.0,194.57,17377000000.0,17377000000.0,997592162.0,89161000000.0,89.197,4611000000.0,2335000000.0,IBM,106801000000.0,6271000000.0,42217000000.0,2020-02-26,999600000.0,1005100000.0,5749000000.0
0.188,-21156000000.0,131431000000.0,,122646000000.0,,47959000000.0,74687000000.0,,16.042,2014-03-31,-887000000.0,9409000000.0,9409000000.0,2384000000.0,11941000000.0,41058000000.0,1.168,2014-04-29,43980000000.0,9312000000.0,34668000000.0,6.377,43980000000.0,17723000000.0,0.0,1141000000.0,0.019,0.0,3085000000.0,3085000000.0,4226000000.0,4226000000.0,2980000000.0,2.3,2.3,2.29,5000000.0,232058109418.0,12.0,9.678,1,2439000000.0,2.356,34912000000.0,0.469,10543000000.0,596000000.0,105000000.0,2456000000.0,81247000000.0,,5325000000.0,295000000.0,5030000000.0,4213000000.0,-7896000000.0,64848000000.0,197487109418.0,-1307000000.0,127000000.0,-4673000000.0,35000000.0,3326000000.0,796000000.0,2384000000.0,2384000000.0,2384000000.0,0.0,0.0,7457000000.0,3086000000.0,-990000000.0,0.0,Q,0.0,12.472,1.998,11.892,13.327,2.044,0.106,13683000000.0,2014-03-31,1501000000.0,,,,,22484000000.0,22484000000.0,21.719,6289000000.0,124000000.0,1.0,195.11,16607000000.0,16607000000.0,1012183432.0,87734000000.0,84.751,4742000000.0,2245000000.0,IBM,105906000000.0,6865000000.0,41579000000.0,2020-02-26,1035200000.0,1041800000.0,6901000000.0
